from_airport_code,from_country,dest_airport_code,dest_country,aircraft_type,airline_number,airline_name,flight_number,departure_time,arrival_time,duration,stops,price,currency,co2_emissions,avg_co2_emission_for_this_route,co2_percentage,scan_date
ALG,Algeria,SAW,Turkey,Airbus A330|Airbus A320,QR,[Qatar Airways],QR1380|QR1380,2022-04-30 15:20:00,2022-05-01 13:10:00,1190,1,843.0,USD,879000.0,379000.0,132%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A330|Airbus A320,QR,[Qatar Airways],QR1380|QR1380,2022-04-30 15:20:00,2022-05-01 18:15:00,1495,1,847.0,USD,879000.0,379000.0,132%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A320|Airbus A320,multi,[ITA| Pegasus],AZ803|AZ803,2022-05-02 04:25:00,2022-05-02 18:20:00,715,1,251.0,USD,310000.0,379000.0,-18%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A330|Airbus A320,QR,[Qatar Airways],QR1380|QR1380,2022-05-02 15:20:00,2022-05-03 18:15:00,1495,1,3172.0,USD,879000.0,379000.0,132%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320|Airbus A320,AF,[Air France],AF1855|AF1855,2022-04-30 12:45:00,2022-05-01 13:40:00,1375,1,344.0,USD,391000.0,379000.0,3%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A321,LH,[Lufthansa],LH1317|LH1317,2022-04-30 12:35:00,2022-04-30 21:15:00,400,1,437.0,USD,360000.0,379000.0,-4%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330,TK,[Turkish Airlines],TK652,2022-04-30 13:15:00,2022-04-30 18:40:00,205,0,474.0,USD,243000.0,379000.0,-35%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330|Airbus A320,TU,[Tunisair],TU375|TU375,2022-05-02 15:05:00,2022-05-03 13:20:00,1215,1,259.0,USD,308000.0,379000.0,-18%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321,TK,[Turkish Airlines],TK652,2022-05-02 13:15:00,2022-05-02 18:40:00,205,0,474.0,USD,274000.0,379000.0,-27%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330,AH,[Air Algerie],AH3016,2022-05-02 10:00:00,2022-05-02 15:15:00,195,0,523.0,USD,312000.0,379000.0,-17%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320|Airbus A320,BA,[British Airways],BA2547|BA2547,2022-05-02 12:00:00,2022-05-02 23:55:00,595,1,425.0,USD,420000.0,379000.0,10%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A321neo,LH,[Lufthansa],LH1317|LH1317,2022-05-02 12:25:00,2022-05-02 21:15:00,410,1,437.0,USD,319000.0,379000.0,-15%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A320,LH,[Lufthansa],LH1317|LH1317,2022-05-02 12:25:00,2022-05-03 13:00:00,1355,1,462.0,USD,347000.0,379000.0,-8%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320|Airbus A320,BA,[British Airways],BA2547|BA2547,2022-05-02 12:00:00,2022-05-04 00:30:00,2070,1,545.0,USD,420000.0,379000.0,10%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320|Airbus A320neo,BA,[British Airways],BA2547|BA2547,2022-05-02 12:00:00,2022-05-03 19:05:00,1745,1,570.0,USD,385000.0,379000.0,1%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A320neo,LH,[Lufthansa],LH1317|LH1317,2022-05-02 12:25:00,2022-05-03 17:00:00,1595,1,593.0,USD,307000.0,379000.0,-18%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320|Airbus A321neo,BA,[British Airways],BA2547|BA2547,2022-05-02 12:00:00,2022-05-03 16:50:00,1610,1,634.0,USD,395000.0,379000.0,4%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A318|Airbus A318,multi,[Lufthansa| TAROM],LH1317|LH1317|LH1317,2022-05-02 12:25:00,2022-05-03 09:50:00,1165,2,1306.0,USD,459000.0,379000.0,21%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A318|Airbus A321,multi,[Lufthansa| TAROM| Turkish Airlines],LH1317|LH1317|LH1317,2022-05-02 12:25:00,2022-05-03 16:45:00,1580,2,1326.0,USD,448000.0,379000.0,18%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A318|Airbus A321,multi,[Lufthansa| TAROM| Turkish Airlines],LH1317|LH1317|LH1317,2022-05-02 12:25:00,2022-05-03 16:45:00,1580,2,1328.0,USD,448000.0,379000.0,18%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A320|Airbus A321,multi,[Lufthansa| Croatia| Turkish Airlines],LH1317|LH1317|LH1317,2022-05-02 12:25:00,2022-05-03 12:10:00,1305,2,2021.0,USD,407000.0,379000.0,7%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A319|Airbus A321,multi,[Lufthansa| Croatia| Turkish Airlines],LH1317|LH1317|LH1317,2022-05-02 12:25:00,2022-05-03 12:10:00,1305,2,2021.0,USD,428000.0,379000.0,13%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A321neo,LH,[Lufthansa],LH1317|LH1317,2022-05-02 12:25:00,2022-05-03 21:15:00,1850,1,2216.0,USD,319000.0,379000.0,-15%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A320|Airbus A318,multi,[Lufthansa| TAROM],LH1317|LH1317|LH1317,2022-05-02 12:25:00,2022-05-03 09:50:00,1165,2,2233.0,USD,406000.0,379000.0,7%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A320neo|Boeing 737,multi,[Lufthansa| Turkish Airlines],LH1317|LH1317|LH1317,2022-05-02 12:25:00,2022-05-03 18:15:00,1670,2,2245.0,USD,372000.0,379000.0,-1%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321neo|Airbus A321|Airbus A321,multi,[Lufthansa| Turkish Airlines],LH1317|LH1317|LH1317,2022-05-02 12:25:00,2022-05-03 23:30:00,1985,2,3019.0,USD,538000.0,379000.0,42%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330|Boeing 777,QR,[Qatar Airways],QR1380|QR1380,2022-05-02 15:20:00,2022-05-03 11:45:00,1105,1,3168.0,USD,895000.0,379000.0,136%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330|Boeing 787,QR,[Qatar Airways],QR1380|QR1380,2022-05-02 15:20:00,2022-05-03 18:15:00,1495,1,3172.0,USD,850000.0,379000.0,124%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A321,TK,[Turkish Airlines],TK652,2022-05-06 13:15:00,2022-05-06 18:40:00,205,0,825.0,USD,411000.0,379000.0,8%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Boeing 777|Airbus A330,SV,[Saudia],SV340|SV340,2022-05-06 16:25:00,2022-05-07 13:45:00,1160,1,599.0,USD,685000.0,379000.0,81%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330|Boeing 777,QR,[Qatar Airways],QR1380|QR1380,2022-05-06 15:20:00,2022-05-07 18:15:00,1495,1,735.0,USD,778000.0,379000.0,105%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330|Airbus A350,QR,[Qatar Airways],QR1380|QR1380,2022-05-06 15:20:00,2022-05-07 11:45:00,1105,1,843.0,USD,701000.0,379000.0,85%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320|Airbus A321,AF,[Air France],AF7397|AF7397,2022-05-06 18:35:00,2022-05-07 13:40:00,1025,1,947.0,USD,608000.0,379000.0,60%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Boeing 777|Airbus A321,AF,[Air France],AF1855|AF1855,2022-05-06 14:20:00,2022-05-07 13:40:00,1280,1,1127.0,USD,1063000.0,379000.0,180%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320|Airbus A321,AF,[Air France],AF1755|AF1755,2022-05-06 16:25:00,2022-05-07 13:40:00,1155,1,1127.0,USD,617000.0,379000.0,62%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A330|Airbus A320,QR,[Qatar Airways],QR1380|QR1380,2022-05-06 15:20:00,2022-05-07 18:15:00,1495,1,735.0,USD,766000.0,379000.0,102%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A330|Airbus A320,QR,[Qatar Airways],QR1380|QR1380,2022-05-06 15:20:00,2022-05-07 13:10:00,1190,1,843.0,USD,766000.0,379000.0,102%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A320|Boeing 737,multi,[ITA| Pegasus],AZ801|AZ801,2022-05-06 13:55:00,2022-05-07 18:20:00,1585,1,880.0,USD,317000.0,379000.0,-16%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330|Airbus A350,QR,[Qatar Airways],QR1380|QR1380,2022-05-14 15:20:00,2022-05-15 18:15:00,1495,1,373.0,USD,815000.0,379000.0,115%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Boeing 777|Boeing 777,EK,[Emirates],EK758|EK758,2022-05-14 17:25:00,2022-05-15 17:55:00,1350,1,482.0,USD,899000.0,379000.0,137%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320neo|Airbus A320,TU,[Tunisair],TU375|TU375,2022-05-14 14:35:00,2022-05-14 22:35:00,360,1,496.0,USD,322000.0,379000.0,-14%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330,TK,[Turkish Airlines],TK652,2022-05-14 13:15:00,2022-05-14 18:40:00,205,0,825.0,USD,854000.0,379000.0,125%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330|Boeing 777,QR,[Qatar Airways],QR1380|QR1380,2022-05-14 15:20:00,2022-05-15 11:45:00,1105,1,479.0,USD,892000.0,379000.0,135%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Boeing 777|Boeing 737MAX 8 Passenger,multi,[Emirates| flydubai],EK758|EK758,2022-05-14 17:25:00,2022-05-15 21:45:00,1580,1,482.0,USD,830000.0,379000.0,119%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320neo|Airbus A330,TU,[Tunisair],TU375|TU375,2022-05-14 14:35:00,2022-05-15 11:40:00,1145,1,503.0,USD,345000.0,379000.0,-8%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Boeing 777|Airbus A380,EK,[Emirates],EK758|EK758,2022-05-14 17:25:00,2022-05-15 14:25:00,1140,1,607.0,USD,902000.0,379000.0,138%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320|Airbus A320,AF,[Air France],AF7397|AF7397,2022-05-14 18:45:00,2022-05-15 13:40:00,1015,1,1180.0,USD,410000.0,379000.0,8%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Boeing 777|Airbus A320,AF,[Air France],AF4145|AF4145,2022-05-14 13:05:00,2022-05-15 13:40:00,1355,1,1367.0,USD,1003000.0,379000.0,164%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320|Airbus A320,AF,[Air France],AF1755|AF1755,2022-05-14 16:25:00,2022-05-15 13:40:00,1155,1,1367.0,USD,555000.0,379000.0,46%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A318|Airbus A321|Airbus A320,AF,[Air France],AF1491|AF1491|AF1491,2022-05-14 14:30:00,2022-05-15 13:40:00,1270,2,2208.0,USD,442000.0,379000.0,16%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A318|Airbus A320|Airbus A320,AF,[Air France],AF1491|AF1491|AF1491,2022-05-14 14:30:00,2022-05-15 13:40:00,1270,2,2219.0,USD,440000.0,379000.0,16%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A330|Airbus A320,QR,[Qatar Airways],QR1380|QR1380,2022-05-14 15:20:00,2022-05-15 18:15:00,1495,1,373.0,USD,907000.0,379000.0,139%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A330|Airbus A320,QR,[Qatar Airways],QR1380|QR1380,2022-05-14 15:20:00,2022-05-15 13:10:00,1190,1,479.0,USD,879000.0,379000.0,132%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330,TK,[Turkish Airlines],TK652,2022-05-29 13:15:00,2022-05-29 18:40:00,205,0,474.0,USD,271000.0,379000.0,-28%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A320|Airbus A320,multi,[ITA| Pegasus],AZ803|AZ803,2022-05-29 04:25:00,2022-05-29 18:20:00,715,1,499.0,USD,310000.0,379000.0,-18%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A330|Airbus A320,QR,[Qatar Airways],QR1380|QR1380,2022-05-29 15:20:00,2022-05-30 13:10:00,1190,1,713.0,USD,766000.0,379000.0,102%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A330|Airbus A320,QR,[Qatar Airways],QR1380|QR1380,2022-05-29 15:20:00,2022-05-30 18:15:00,1495,1,716.0,USD,766000.0,379000.0,102%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320|Airbus A320,TU,[Tunisair],TU375|TU375,2022-07-28 14:35:00,2022-07-28 22:35:00,360,1,261.0,USD,294000.0,379000.0,-22%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Boeing 737|Airbus A320neo,MS,[EgyptAir],MS846|MS846,2022-07-28 12:55:00,2022-07-29 02:50:00,715,1,337.0,USD,470000.0,379000.0,24%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330,TK,[Turkish Airlines],TK652,2022-07-28 13:15:00,2022-07-28 18:40:00,205,0,474.0,USD,243000.0,379000.0,-35%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Boeing 777|Boeing 737MAX 8 Passenger,multi,[Emirates| flydubai],EK758|EK758,2022-07-28 15:45:00,2022-07-29 13:05:00,1160,1,683.0,USD,825000.0,379000.0,117%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A320neo|Airbus A320,TU,[Tunisair],TU375|TU375,2022-08-27 14:35:00,2022-08-27 22:35:00,360,1,261.0,USD,280000.0,379000.0,-25%,2022-04-29 17:52:59
ALG,Algeria,IST,Turkey,Airbus A330,TK,[Turkish Airlines],TK652,2022-08-27 13:15:00,2022-08-27 18:40:00,205,0,474.0,USD,243000.0,379000.0,-35%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A350|Airbus A320,QR,[Qatar Airways],QR1380|QR1380,2022-08-27 15:20:00,2022-08-28 18:15:00,1495,1,373.0,USD,743000.0,379000.0,96%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Boeing 777|Boeing 737MAX 8 Passenger,multi,[Emirates| flydubai],EK758|EK758,2022-08-27 15:45:00,2022-08-28 13:05:00,1160,1,482.0,USD,825000.0,379000.0,117%,2022-04-29 17:52:59
ALG,Algeria,SAW,Turkey,Airbus A350|Airbus A320,QR,[Qatar Airways],QR1380|QR1380,2022-08-27 15:20:00,2022-08-28 13:10:00,1190,1,629.0,USD,743000.0,379000.0,96%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 767|Boeing 737|Boeing 737,multi,[LATAM| El Al| Turkish Airlines],LA8007|LA8007|LA8007|LA8007,2022-04-30 11:35:00,2022-05-02 08:20:00,2325,3,3727.0,USD,1621000.0,1345000.0,20%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A319|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8043|LA8043|LA8043|LA8043,2022-04-30 18:25:00,2022-05-02 18:00:00,2495,3,8847.0,USD,4577000.0,1345000.0,240%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Boeing 737,multi,[LATAM| Turkish Airlines],LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 18:00:00,2540,2,3759.0,USD,1430000.0,1345000.0,6%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A320|Boeing 737,multi,[LATAM| Austrian| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 15:50:00,2410,3,3775.0,USD,1465000.0,1345000.0,8%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A321|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 15:50:00,2410,3,3775.0,USD,1470000.0,1345000.0,9%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A320|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 17:20:00,2500,3,3768.0,USD,1485000.0,1345000.0,10%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A320|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 17:20:00,2500,3,3768.0,USD,1485000.0,1345000.0,10%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Canadair RJ 900|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 17:00:00,2480,3,3769.0,USD,1534000.0,1345000.0,14%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A321|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:50:00,2470,3,3771.0,USD,1522000.0,1345000.0,13%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Embraer 190|Boeing 737,multi,[LATAM| KLM| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:50:00,2470,3,3771.0,USD,1542000.0,1345000.0,14%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A321|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:15:00,2435,3,3771.0,USD,1487000.0,1345000.0,10%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Canadair RJ 900|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:15:00,2435,3,3771.0,USD,1508000.0,1345000.0,12%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A320|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:15:00,2435,3,3771.0,USD,1483000.0,1345000.0,10%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A319|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:15:00,2435,3,3771.0,USD,1496000.0,1345000.0,11%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Embraer 190|Boeing 737,multi,[LATAM| Air France| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:50:00,2470,3,3771.0,USD,1558000.0,1345000.0,15%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A321|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:50:00,2470,3,3771.0,USD,1534000.0,1345000.0,14%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A321|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:30:00,2450,3,3772.0,USD,1461000.0,1345000.0,8%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A319|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:30:00,2450,3,3772.0,USD,1468000.0,1345000.0,9%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A321|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:30:00,2450,3,3772.0,USD,1461000.0,1345000.0,8%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A321|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:30:00,2450,3,3774.0,USD,1461000.0,1345000.0,8%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A321|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:30:00,2450,3,3774.0,USD,1461000.0,1345000.0,8%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A320neo|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:30:00,2450,3,3774.0,USD,1447000.0,1345000.0,7%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A321|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:15:00,2435,3,3775.0,USD,1487000.0,1345000.0,10%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A321|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:15:00,2435,3,3775.0,USD,1487000.0,1345000.0,10%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A321|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:15:00,2435,3,3775.0,USD,1487000.0,1345000.0,10%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A320|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 17:00:00,2480,3,3777.0,USD,1515000.0,1345000.0,12%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A320neo|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 17:00:00,2480,3,3777.0,USD,1503000.0,1345000.0,11%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A319|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 17:20:00,2500,3,3780.0,USD,1466000.0,1345000.0,8%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Canadair RJ 900|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 17:20:00,2500,3,3780.0,USD,1472000.0,1345000.0,9%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A319|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:50:00,2470,3,3781.0,USD,1543000.0,1345000.0,14%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A320|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 16:50:00,2470,3,3781.0,USD,1530000.0,1345000.0,13%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A319|Boeing 737,multi,[LATAM| Brussels Airlines| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 17:00:00,2480,3,3849.0,USD,1526000.0,1345000.0,13%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 777|Airbus A320|Boeing 737,multi,[LATAM| Brussels Airlines| Turkish Airlines],LA8009|LA8009|LA8009|LA8009,2022-05-02 17:40:00,2022-05-04 17:00:00,2480,3,3857.0,USD,1515000.0,1345000.0,12%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 787|Airbus A319|Boeing 737,multi,[LATAM| Iberia| Turkish Airlines],LA462|LA462|LA462|LA462,2022-05-14 20:04:00,2022-05-16 16:30:00,2306,3,3737.0,USD,1583000.0,1345000.0,17%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 787|Airbus A320|Boeing 737,multi,[LATAM| Lufthansa| Turkish Airlines],LA462|LA462|LA462|LA462,2022-05-14 20:04:00,2022-05-16 16:30:00,2306,3,3737.0,USD,1557000.0,1345000.0,15%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 787|Airbus A320|Boeing 737,multi,[LATAM| Iberia| Turkish Airlines],LA462|LA462|LA462|LA462,2022-05-14 20:04:00,2022-05-16 15:50:00,2266,3,3739.0,USD,1542000.0,1345000.0,14%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 787|Airbus A320|Boeing 737,multi,[LATAM| Iberia| Turkish Airlines],LA462|LA462|LA462|LA462,2022-05-14 20:04:00,2022-05-16 17:20:00,2356,3,3909.0,USD,1584000.0,1345000.0,17%,2022-04-29 17:52:59
AEP,Argentina,SAW,Turkey,Airbus A320|Boeing 787|Airbus A320|Boeing 737,multi,[LATAM| Iberia| Turkish Airlines],LA462|LA462|LA462|LA462,2022-05-14 20:04:00,2022-05-16 16:50:00,2326,3,3912.0,USD,1592000.0,1345000.0,18%,2022-04-29 17:52:59
